author,statement,source,date,target
Phil Galewitz,"“Under the Affordable Care Act, three states get 35% of the money, folks. Can you name them? I'll help you: California, New York and Massachusetts.”",Lindsey Graham,"October 28, 2020",half-true
Rachel Bluth,"Drivers will “get guaranteed earnings, health care benefits, personal protections, and they can maintain their flexible schedules.”",Lyft,"October 28, 2020",half-true
Ciara O'Rourke,Photo shows Joe Biden’s license plate says “THEBIGGUY.”,Viral image,"October 28, 2020",pants-fire
Ciara O'Rourke,"Says Clint Eastwood called Joe Biden an “incompetent, lying, flip-flopping, insincere, double-talking, radical socialist.”",Viral image,"October 28, 2020",pants-fire
Delaney Geiger,“Now with the COVID-19 … more people are dependent on drugs or alcohol.”,Joe Manchin,"October 28, 2020",mostly-true
Hayat Norimine,Says someone tried to suppress votes by disguising trash cans as ballot boxes.,Instagram posts,"October 28, 2020",false
Amy Sherman,"“In Nevada, they want to have a thing where you don’t have to have any verification of the signature” on ballots.",Donald Trump,"October 28, 2020",false
Laura Schulte,An “anti-Black Lives Matter” flag replaced the American flag behind President Trump during a Waukesha campaign rally.,Facebook posts,"October 28, 2020",mostly-true
Clara Hendrickson,Upton “voted a dozen times to kick thousands of Michigan families off their health insurance and eliminate protections for preexisting conditions”,Jon Hoadley,"October 28, 2020",mostly-true
Jon Greenberg,Says North Carolina just landed an auto plant.,Donald Trump,"October 28, 2020",false
Jessica Calefati,“Joe Biden confirmed his plan to abolish the entire U.S. oil industry.”,Donald Trump,"October 28, 2020",false
Paul Specht,On confirming a Supreme Court justice nominee in a presidential election year.,Thom Tillis,"October 27, 2020",full-flop
Jill Terreri,"“While serving as Town Supervisor, Nate McMurray voted to raise taxes on homeowners.”",Chris Jacobs,"• October 27,",true
Bill McCarthy,"“President Obama would never give them long-term funding, and I did … I saved historically Black colleges and universities.”",Donald Trump,"October 27, 2020",barely-true
Miriam Valverde,Says Joe Biden said “Why am I doing this? Why? What is my real aim?”,Donald Trump,"October 27, 2020",false
Samantha Putterman,Says photo of Malia Obama's credit card next to white powder was found on Hunter Biden's laptop.,Instagram posts,"October 27, 2020",false
Jon Greenberg,“More suicide deaths than coronavirus death past two months.”,Tom Brady,"October 27, 2020",false
Tom Kertscher,"""Joe Biden says he supports sex changes for kids.""",American Principles Project,"October 27, 2020",false
Eric Litke,U.S. is “really not doing (COVID-19) reporting right” because deaths are being improperly counted and hospitals have an “incentive” to pad stats.,Donald Trump,"October 27, 2020",false
Daniel Funke,“CAN I CHANGE MY VOTE? ... The answer in most states is YES.”,Donald Trump,"October 27, 2020",barely-true
Daniel Funke,Says Hunter Biden “died of a crack overdose.”,Facebook posts,"October 27, 2020",false
Jon Greenberg,“Biden admits to voter fraud.”,Kayleigh McEnany,"October 27, 2020",false
Samantha Putterman,"""World renowned experts"" declare that we should “live normally, practice simple hygiene,” stay home when sick and use protective measures only with “the most vulnerable populations.”",Facebook posts,"October 27, 2020",half-true
Samantha Putterman,Says photo from Hunter Biden's laptop shows Paul Pelosi Jr. abusing a girl and doing drugs.,Facebook posts,"October 27, 2020",false
Tom Kertscher,"Says Troy Nehls “called wearing masks 'un-American' and called those who do 'communists.'""",Sri Preston Kulkarni,"October 27, 2020",false
Daniel Funke,"""The daughter of Sen. Coons (D-DE), along with 7 other underaged girls are featured on Hunter's laptop! - Breitbart News""",Facebook posts,"October 26, 2020",false
Bill McCarthy,"""We have a mayor in D.C. who formed a commission with recommendations. Her recommendation is: Take down the Washington Monument, close up the Lincoln Monument.""",Donald Trump,"October 26, 2020",barely-true
Tom Kertscher,"The coronavirus ""was constructed in the Wuhan Institute of Virology.”",Scott Perry,"October 26, 2020",false
Rachel Schilke,"Says she is ranked ""one of the most bipartisan senators in the Senate in the last 25 years.""",Joni Ernst,"October 26, 2020",mostly-true
Daniel Funke,A photo shows Barack Obama in front of “cages” built during his administration to hold migrants.,Viral image,"October 26, 2020",half-true
Miriam Valverde,A yearbook photo shows Mark Kelly dressed as Adolf Hitler.,Bloggers,"October 25, 2020",false
Noah Y.,"""Biden slipped up and came out saying he’s going to tax your 401k. Are any of you EVEN paying attention?""",Facebook posts,"• October 25,",false
Ciara O'Rourke,Says Joe Biden had an iPad at his podium during the debate.,Facebook posts,"October 25, 2020",false
Amy Sherman,"Says Donald Trump “voted twice” in the Nov. 3, 2020 election",Facebook posts,"October 25, 2020",pants-fire
Haley BeMiller,"""Generally the deaths are still pretty flat because we've flattened the curve.”",Ron Johnson,"October 23, 2020",barely-true
Bill McCarthy,"As part of the Obama administration's criminal justice reforms, “38,000 prisoners were released from federal prison.”",Joe Biden,"October 23, 2020",barely-true
Brandon Mulder,Says Texas has “lower taxes and less regulations than anywhere else in the U.S.”,Roger Williams,"October 23, 2020",false
Hayat Norimine,"Says Joe Biden owns four $3 million -$7.5 million homes on a $200,000 salary.",Viral image,"October 23, 2020",barely-true
Tom Kertscher,"Says Karen Handel ""slashed the Centers for Disease Control's ability to fight diseases, cutting millions in research funding.""",Lucy McBath,"October 23, 2020",barely-true
Stephanie Stapleton,"Says Donald Trump “is pushing to slash Medicare benefits.""",Joe Biden,"October 23, 2020",half-true
William Skipworth,"Says ""Gov. Parson’s administration purged 100,000 kids from Medicaid rolls.""",Nicole Galloway,"October 23, 2020",mostly-true
Benjamin Brink,"“We're starting to reach almost herd immunity in this nation, so we'll be on the downside of this virus very soon.""",Vicky Hartzler,"October 23, 2020",false
Clara Hendrickson,Michigan has been “like a prison” during the coronavirus.,Donald Trump,"October 23, 2020",false
Daniel Funke,Says Donald Trump said “good” during the final presidential debate in reference to families being separated at the border.,Facebook posts,"October 23, 2020",false
Eric Litke,"Foxconn hasn't hit job targets on its massive Wisconsin factory because ""No. 1, you had a pandemic.""",Donald Trump,"October 23, 2020",false
Victoria Knight,"“They have 180 million people, families under what he wants to do, which will basically be socialized medicine — you won’t even have a choice — they want to terminate 180 million plans.”",Donald Trump,"October 23, 2020",pants-fire
Samantha Putterman,"“When I closed (travel from China) he said I should not have closed. ...He said this is a terrible thing, you are a xenophobe, I think he called me racist. Now he says I should have closed it earlier.”",Donald Trump,"October 23, 2020",barely-true
Louis Jacobson,"""We are rounding the turn (on coronavirus). We are rounding the corner.""",Donald Trump,"October 23, 2020",false
Jessica Calefati,Pennsylvania “never opened.”,Donald Trump,"October 22, 2020",false
Miriam Valverde,Says Mark Kelly took to space a “Chinese communist banner.”,Martha McSally,"October 22, 2020",false
Monique Curet,"Says “Joe & Jill Biden’s income went from $396,456 in 2016, to $16,596,979 in 2017-2019. Anyone else want to know where that money is coming from?”",Facebook posts,"October 22, 2020",half-true
Daniel Funke,The “3 red stripes” in Joe Biden’s campaign logo refer to a Chinese socialist slogan.,Facebook posts,"October 22, 2020",pants-fire
Monique Curet,"Says Biden said, ""The day after I’m elected I will let you know what I stand for, bc if I tell you now it will be all over the news.""",Facebook posts,"October 22, 2020",barely-true
Ciara O'Rourke,"Kamala Harris’ husband said, “I am married to the next president of the United States.”",Facebook posts,"October 22, 2020",barely-true
Ciara O'Rourke,A video shows ballots being changed in Maryland.,Facebook posts,"October 22, 2020",false
Ciara O'Rourke,“Leftists” sent “Proud Boys” emails threatening Democratic voters.,Bloggers,"October 22, 2020",false
Tom Kertscher,"""California sends 440,000 ballots to ineligible voters.""",Instagram posts,"October 22, 2020",false
Paul Specht,Says Dan Forest wants to use tax dollars “to help rich people send their kids to private school using vouchers.”,Roy Cooper,"October 21, 2020",half-true
Amy Sherman,“Phony” ballots “were printed without my name on it.”,Donald Trump,"October 21, 2020",barely-true
Bill McCarthy,Says Joe Biden repeatedly told Americans he's going to raise their taxes.,Donald Trump,"October 21, 2020",false
Ciara O'Rourke,"In the plot to kidnap Michigan Gov. Gretchen Whitmer, “the perps were ANTIFA and BLM anarchists.”",Viral image,"October 21, 2020",barely-true
Eric Litke,"You can vote in Wisconsin with a photo ID ""even if that ID is expired or you've moved.""",Gwen Moore,"October 21, 2020",mostly-true
Samantha Putterman,Says Dr. Anthony Fauci wrote a paper blaming 1918-19 flu deaths on masks.,Facebook posts,"October 21, 2020",false
Daniel Funke,"“Hunter Biden was chairman of the World Food Program, which just won the Nobel Peace Prize. Eric Trump, Donald J Trump Jr, Ivanka Trump are banned from ever operating a charity again because they stole donations to children with cancer.""",Left Action,"October 21, 2020",false
Noah Y.,Photo shows Joe Biden next to a man seen in a sex sting video.,Facebook posts,"• October 21,",pants-fire
Amy Sherman,Says “we will know which candidate you voted for.”,Emails,"October 21, 2020",pants-fire
Victoria Knight,“We saved 2 million people” from dying of COVID-19.,Donald Trump,"October 21, 2020",barely-true
Jessica Calefati,“The boilermakers union has endorsed me because I sat down with them and went into great detail with leadership [about] exactly what I would do.”,Joe Biden,"October 21, 2020",false
Bill McCarthy,"Says NBC News’ Kristen Welker “gave thousands of dollars to Obama, Clinton and Biden, is registered as a Democrat & her family spent Christmas with the Obamas at the White House.”",Facebook posts,"October 20, 2020",false
Amy Sherman,"“15 days left to vote BUT if you are voting by mail, you need to vote TODAY. USPS says it needs a 14 day roundtrip to be counted on election day.”",Instagram posts,"October 20, 2020",half-true
Amy Sherman,If you know someone's name and date of birth you can change their votes on Oregon’s voting website.,Bloggers,"October 20, 2020",pants-fire
Ciara O'Rourke,A photo shows women who “gathered to scream at Trump through their vaginas.”,Viral image,"October 20, 2020",false
Daniel Funke,"Says “Hunter Biden had 25,000 pics of him torturing and raping children under age 10 in China on his laptop.”",Facebook posts,"October 20, 2020",false
Hayat Norimine,A mansion in photo is Joe Biden’s house.,Eric Trump,"October 20, 2020",barely-true
Nusaiba Mizan,"Says since he and President Trump took office, their policies ""led to an unemployment rate of 3.1% in Wisconsin and 61,000 Wisconsin jobs, including 15,000 manufacturing jobs.""",Mike Pence,"October 20, 2020",false
Ciara O'Rourke,Photo shows Ice Cube and 50 Cent wearing Donald Trump hats.,Viral image,"October 20, 2020",false
Warren Fiske,Abigail Spanberger and other Democrats “voted to spend public funds on their political campaigns; up to $5 million...”,Nick Freitas,"October 20, 2020",half-true
Monique Curet,"Says Joe Biden told a factory worker, “I don’t work for you!” while pointing a finger in the worker’s face.",Facebook posts,"October 20, 2020",half-true
Amy Sherman,"Pennsylvania rejected 372,000 mail-in ballots",Facebook posts,"October 19, 2020",false
Ciara O'Rourke,"Says Anthony Fauci was indicted “for crimes including treason, conspiring with the enemy and fraud.”",Facebook posts,"October 19, 2020",pants-fire
Miriam Valverde,"Speaking of the federal debt before the coronavirus pandemic, “we were starting to get that number down.”",Donald Trump,"October 19, 2020",false
Aneri Pattani,“Donald Trump and Thom Tillis opposed legislation that would lower the price of insulin and other prescription drugs.”,Facebook posts,"October 19, 2020",mostly-true
Jon Greenberg,"Says ""David Schweikert took over $120,000 from the drug industry and voted against legislation to lower prescription drug prices.""",AFSCME,"October 19, 2020",mostly-true
Tom Kertscher,"""Nancy Mace denies climate change.""",Joe Cunningham,"October 19, 2020",mostly-true
Noah Y.,“WHO now says your child’s presence in school counts as ‘informed consent’ for vaccination - parental presence not required.”,Facebook posts,"• October 19,",false
Ciara O'Rourke,"Says Joe Biden said, “I lived in Section 8 housing as a little boy.”",Facebook posts,"October 19, 2020",false
Ilana Strauss,“Federal law requires people to speak English to be naturalized as American citizens.”,Facebook posts,"October 19, 2020",mostly-true
Hayat Norimine,A photo shows a massive crowd at a recent Florida rally for Donald Trump.,Facebook posts,"October 18, 2020",false
Hayat Norimine,Says Nancy Pelosi was photographed with the Manson Family.,Facebook posts,"October 18, 2020",pants-fire
Minh Connors,Says he “fully funded Missouri K-12 education for the first time in state history.”,Caleb Rowden,"October 16, 2020",false
Ciara O'Rourke,"Says Kanye West got 40,000 votes in the presidential election in Kentucky.",Instagram posts,"October 16, 2020",false
Tom Kertscher,"Says Debbie Mucarsel-Powell's family received $700,000 from the firm of ""violent warlord Ihor Kolomoisky,"" who is compared to Fidel Castro and Nicolás Maduro.",Congressional Leadership Fund,"October 16, 2020",half-true
Amy Sherman,“Jaime Harrison is being left off of South Carolina ballots”,Facebook posts,"October 16, 2020",false
Jill Terreri,"""We're No. 46 out of 50 states... we're 46th in terms of percentage of deaths in nursing homes.""",Andrew Cuomo,"• October 16,",barely-true
Ciara O'Rourke,Says Joe Biden calls Donald Trump’s supporters the dregs of society.,Viral image,"October 16, 2020",false
Daniel Funke,Says Joe Biden’s “capital gains tax means that when you sell your home you’ll owe taxes of 40% of your profit!”,Facebook posts,"October 16, 2020",barely-true
Ciara O'Rourke,"CNN reported, “Due to COVID-19, President Donald Trump passes away at 74.”",Viral image,"October 16, 2020",pants-fire
Clara Hendrickson,“Hoadley called women ‘breeders.’... wanted to learn about crystal meth and wrote that his sexual partners were his victims. Hoadley even wrote about a four year-old wearing a thong.”,Congressional Leadership Fund,"October 16, 2020",barely-true
Miriam Valverde,"Changes to DACA during his administration are ""because of the pandemic.""",Donald Trump,"October 15, 2020",false
Louis Jacobson,"""They eliminated the funding for community policing.""",Joe Biden,"October 15, 2020",false
Bill McCarthy,"According to a recent CDC report, ""almost everyone — 85% — who got the coronavirus in July was wearing a mask, and they were infected anyway. So clearly (wearing a mask) doesn’t work the way they tell us it works.”",Tucker Carlson,"October 15, 2020",false
Paul Specht,"Georgia has “almost 100,000 more (COVID-19) cases, almost twice as many deaths and almost 600 more nursing home deaths than North Carolina.”",Roy Cooper,"October 15, 2020",true
Samantha Putterman,"Says Amy Coney Barrett said ""calling a Black employee the N-word does not make for a hostile work environment.""",Facebook posts,"October 15, 2020",half-true
Victoria Knight,“The World Health Organization just admitted that I was right. Lockdowns are killing countries all over the world. The cure cannot be worse than the problem itself.”,Donald Trump,"October 15, 2020",false
Noah Y.,"Says Steve Bullock “failed to act” when his “most senior political aide was caught sexually harassing women. Bullock knew about the harassment but said nothing, remaining silent when the aide took another job where he harassed women again.”",National Republican Senatorial Committee,"• October 15,",half-true
D.L. Davis,“BREAKING NEWS: All Charges Dropped for Kyle Rittenhouse.”,Facebook posts,"October 15, 2020",false
Ciara O'Rourke,A fly landed on Amy Coney Barrett’s shoulder during day one of the confirmation hearings,Viral image,"October 15, 2020",false
Melissa Stone,“West Virginia has one of the greatest percentages of veterans in any state.”,Jim Justice,"October 15, 2020",true
Camren Gandee,"""Nearly 800 million opioid pills were shipped to WV, amounting to 433 pills for every man, woman, and child in the state.”",David McKinley,"October 15, 2020",mostly-true
Amy Sherman,Says Joe Biden is a socialist.,Donald Trump,"October 15, 2020",false
Laura Schulte,"In May, Wisconsin had its own test of mask effectiveness, when ""we went from masks, to no masks, and there (was) no significant difference in cases.""",Chris Kapenga,"October 15, 2020",false
Daniel Funke,"Says Joe Biden and Barack Obama “directly participated in a plot to have #SealTeam6 MURDERED, then arranged a massive cash deal as part of a cover up.”",Tweets,"October 14, 2020",pants-fire
Samantha Putterman,Says Democratic senators were missing “masks” as they huddled close together at the Judiciary Committee hearing for Amy Coney Barrett.,John Cornyn,"October 14, 2020",false
Jessica Calefati,“We’re putting our great coal miners back to work.”,Donald Trump,"October 14, 2020",barely-true
William Skipworth,"Says Nicole Galloway's campaign “is being bankrolled by the same extremists who want to defund our police.""",Uniting Missouri PAC,"October 14, 2020",false
Miriam Valverde,Says Martha McSally “voted to take away money from Fort Huachuca to pay for the border wall.”,Mark Kelly,"October 14, 2020",half-true
Tom Kertscher,"Says Doug Jones ""has voted to spend our tax dollars on late-term abortions"" and ""supports abortion up until birth.""",Tommy Tuberville,"October 14, 2020",false
Bill McCarthy,"Says Joe Biden said, “You know, we have to come together. That’s why I’m running. I’m running as a proud Democrat for the Senate. So vote! Vote!”",Facebook posts,"October 14, 2020",barely-true
Madeline Heim,"No one under 20 has died of COVID-19, and ""it has not actually been determined yet"" that anyone under 20 can spread it to an older person",Van Wanggaard,"October 14, 2020",barely-true
Amy Sherman,"“With regard to hurricanes, the National Oceanic (and Atmospheric) Administration tells us that actually, as difficult as they are, there are no more hurricanes today than there were 100 years ago.”",Mike Pence,"October 14, 2020",half-true
Ciara O'Rourke,"“Your ballot could be disqualified if it is written on” in Haltom City, Tex.",Viral image,"October 13, 2020",false
Samantha Putterman,Says Amy Coney Barrett said that breastfeeding babies is child molestation.,Facebook posts,"October 13, 2020",pants-fire
Louis Jacobson,"""Biden's plan is a 14% tax hike on middle class families.""",Donald Trump,"October 13, 2020",false
Victoria Knight,"“The reality is when you look at the Biden plan, it reads an awful lot like what President Trump and I and our task force have been doing every step of the way.”",Mike Pence,"October 13, 2020",pants-fire
Ciara O'Rourke,"Says Donald Trump said he nominated Amy Coney Barrett to the Supreme Court because she “is much, much better looking than the women we have had.”",Viral image,"October 13, 2020",pants-fire
Ciara O'Rourke,“CDC just cancelled Halloween for kids.”,Viral image,"October 13, 2020",false
Hayat Norimine,Says Joe Biden took a knee during the national anthem.,Facebook posts,"October 13, 2020",false
Noah Y.,"A CDC report found that “people who wear masks, are actually ‘collecting’ the virus in their masks.”",Facebook posts,"• October 13,",pants-fire
Hayat Norimine,Says Joe Biden called for a jihad in a video.,The Gateway Pundit,"October 13, 2020",false
Ciara O'Rourke,“Jeffrey Epstein found living in New Mexico!”,Facebook posts,"October 13, 2020",pants-fire
Bill McCarthy,"Senate Republicans' move to confirm Judge Amy Coney Barrett to the Supreme Court in an election year is ""not constitutional.""",Joe Biden,"October 13, 2020",false
Ciara O'Rourke,"Says Kamala Harris said, “American churches are PROPAGANDA CENTERS for intolerant homophobic, xenophobic vitriol.""",Facebook posts,"October 13, 2020",false
Chris Nichols,“Kamala Harris Tried to Put Pro-Lifers in Jail Who Exposed Planned Parenthood Selling Baby Parts”,Facebook posts,"October 13, 2020",false
Ciara O'Rourke,“ABC News has confirmed that attendees to Trump WH Rally were paid. $150. ea and had to sign an NDA.”,Facebook posts,"October 12, 2020",false
Madison Czopek,"Image quotes Sen. Ted Cruz as saying, “In the last election, 54 million evangelical Christians stayed home. If Christians will simply show up and vote our values, we’ll turn this country around.”",Viral image,"October 12, 2020",half-true
Samantha Putterman,No one showed up for this Joe Biden and Kamala Harris joint campaign event in Arizona.,Facebook posts,"October 12, 2020",barely-true
Tom Kertscher,Says Joe Cunningham voted for $5 million in taxpayer funds to go into his and other politicians’ campaigns to pay for personal expenses and TV ads.,Nancy Mace,"October 12, 2020",half-true
Noah Y.,"Says “Lucy McBath voted to release criminals from prison. Murderers, rapists.”",National Republican Congressional Committee,"• October 12,",false
Bill McCarthy,Video from 2019 shows Kamala Harris “caught in a major lie” about fracking during the 2020 vice presidential debate.,Bloggers,"October 12, 2020",barely-true
Ciara O'Rourke,"Says Kamala Harris said, “The American people aren’t equipped to make these decisions for themselves.”",Viral image,"October 12, 2020",false
Nusaiba Mizan,"“All the billionaires in America, their net worth combined … has increased by $800 billion” during the pandemic.",Joe Biden,"October 12, 2020",mostly-true
Ciara O'Rourke,"During the debate, Kamala Harris said, “that’s a great segway to the next question,” suggesting she knew the next question.",Facebook posts,"October 12, 2020",barely-true
Rebecca Catalanello,Image shows Nancy Pelosi drunk and being kissed by President Barack Obama.,Facebook posts,"October 12, 2020",false
Bill McCarthy,"Says Dr. Anthony Fauci said of Trump’s pandemic response, “I can’t imagine that … anybody could be doing more.”",Donald Trump,"October 11, 2020",barely-true
Kiannah Sepeda-Miller,Says U.S. Rep. Lauren Underwood described riots as “beautiful protests.”,Jim Oberweis,"October 11, 2020",false
Ilana Strauss,"""If Biden becomes president and cannot complete his term, Harris will become president, and Pelosi will become vice president.""",Facebook posts,"October 10, 2020",false
Paul Specht,"Says Thom Tillis voted “against a pay raise for a military, while voting for a pay raise for himself.”",VoteVets.org,"October 9, 2020",barely-true
Amy Sherman,"During the debate, Kamala Harris said President Donald Trump “did not appoint minorities to the courts.”",Republican Party of Florida,"October 9, 2020",false
Samantha Putterman,The Commission on Presidential Debates wrote a letter after the 2016 presidential debates apologizing to Donald Trump.,Donald Trump,"October 9, 2020",false
Ciara O'Rourke,Twitter removed this tweet from Donald Trump: “My blood IS the vaccine!!!!!”,Viral image,"October 9, 2020",pants-fire
Tom Kertscher,"When Sara Gideon “knew the truth about” sexual allegations against a state lawmaker, “she could have called for an immediate investigation, but didn’t…Gideon knew for months, using her power to cover up.”",National Republican Senatorial Committee,"October 9, 2020",barely-true
Brandon Mulder,Says “Property crime rising in Austin. This is the kind of thing that happens when cities defund and deemphasize police. Residents are left to fend for themselves.”,Greg Abbott,"October 9, 2020",barely-true
Madison Czopek,"Says that Nikita Khrushchev said, “Your children's children will live under communism. You Americans are so gullible. No, you won't accept communism outright; but, we will keep feeding you small doses of socialism until you will finally wake up and find you already have Communism.”",Nikki Haley,"October 9, 2020",false
Ciara O'Rourke,"An appellate court found Kamala Harris and police “took part in framing and prosecuting a man” for a murder he didn’t commit, paying a key witness $60,000 in relocation benefits for testifying against him.",Viral image,"October 9, 2020",half-true
Haley BeMiller,"Says the U.S. House’s COVID-19 relief bill, advanced by Democrats, “strips states of their right to administer elections.”",Glenn Grothman,"October 9, 2020",false
Eric Litke,Says ballots in Wisconsin “are being dumped in rivers” or creeks.,Donald Trump,"October 9, 2020",false
Miriam Valverde,Says Joe Biden and Kamala Harris support abortion “up to the moment of birth.”,Mike Pence,"October 9, 2020",false
Daniel Funke,"As vice president, Kamala Harris would “defund, dismantle, and dissolve police departments.”",Mike Pence,"October 8, 2020",false
Aaron Sharockman,"“Shredded Pennsylvania Mail in ballot Applications were discovered in a trailer.
The applications were for @realDonaldTrump.”",Bloggers,"October 8, 2020",false
Noah Y.,Says Joe Biden is proposing a tax increase that’s “the largest in American history.”,Preserve America PAC,"• October 8,",false
Colin Meyn,"“You were going to cut schools, when you were going to cut teachers and educators in our schools.”",David Zuckerman,"October 8, 2020",mostly-true
Hayat Norimine,"Says Joe Biden’s website shows that he supports the Green New Deal, despite denials in debate.",TikTok posts,"October 8, 2020",half-true
Ciara O'Rourke,An impersonator in a Joe Biden mask gave an interview as Joe Biden.,Viral image,"October 8, 2020",pants-fire
Clara Hendrickson,Says Sen. Gary Peters “downplayed the pandemic” and “failed to act.”,John James,"October 8, 2020",false
Clara Hendrickson,"Eric Esshaki “would allow insurance companies to kick people with a preexisting condition off their plans in the middle of a pandemic, including over 100,000 Michiganders who have survived COVID-19.”",Haley Stevens,"October 7, 2020",barely-true
Daniel Funke,"""Dems want to shut your churches down, permanently. Hope you see what is happening.""",Donald Trump,"October 7, 2020",pants-fire
Samantha Putterman,"“South Dakota, Idaho, Florida, Tennessee & Georgia are now mask FREE!”",Facebook posts,"October 7, 2020",barely-true
Ciara O'Rourke,“Chris Christie is in ICU and reported to be put on a ventilator.”,Viral image,"October 7, 2020",false
Ciara O'Rourke,"“Hillsboro school district has already placed Antifa, BLM in their curriculum as Justice Fighters. Fourth grade.”",Facebook posts,"October 7, 2020",false
Madison Czopek,“The Rock has lost 48 million followers on his IG and YouTube after coming out for Biden.”,Facebook posts,"October 7, 2020",false
Ciara O'Rourke,Hacked emails “revealed that Hillary Clinton & pals are involved in sex trafficking children.”,Facebook posts,"October 7, 2020",pants-fire
Eric Litke,“Wisconsin Republicans have not passed a single bill in 6 months.”,Facebook posts,"October 7, 2020",true
Noah Y.,"Says Joe Biden said 14,000 people died from H1N1. “Fact checking it is 574,000.”",Facebook posts,"• October 7,",pants-fire
Tom Kertscher,Says Kamala Harris said there will be “a federal tax on your home for reparations.”,Facebook posts,"October 7, 2020",false
Monique Curet,“NYT is correcting their lies..Trump paid $1M in 2016 & $3.8M in 2017-18..THEY LIED..AGAIN. INFO ON TWITTER THIS AM.”,Facebook posts,"October 7, 2020",false
Ciara O'Rourke,"Says Donald Trump said, “The doctors said they’ve never seen a body kill the coronavirus like my body. They tested my DNA and it wasn’t DNA. It was USA.”",Viral image,"October 7, 2020",pants-fire
Ciara O'Rourke,Says Chris Christie told Donald Trump to interrupt Joe Biden during the debate because “people who overcome stuttering have a harder time maintaining their train of thought when interrupted. Keep interrupting him and he’ll stumble when he tries to speak. This will enforce the ‘senile’ narrative.”,Facebook posts,"October 7, 2020",false
Jon Greenberg,"“Many people every year, sometimes over 100,000, and despite the vaccine, die from the flu … we are learning to live with Covid, in most populations far less lethal.""",Donald Trump,"October 6, 2020",false
William Skipworth,“All Missouri’s high-risk areas have mask mandates in place.”,Mike Parson,"October 6, 2020",false
Amy Sherman,"During the Obama/Biden administration “18,000 people got clemency.”",Joe Biden,"October 6, 2020",false
Amy Sherman,The president's own FBI director said that the greatest domestic terrorist threat is white supremacists.,Joe Biden,"October 6, 2020",true
Alex Sakariassen,"Says he ""fights for everyone with a preexisting condition.”",Matthew Rosendale,"October 6, 2020",barely-true
Clara Hendrickson,"Says “John James opposes abortion, even refusing to make an exception when a woman’s life is at risk” and “wants to make it a felony even in cases of rape and incest.”",Gary Peters,"October 6, 2020",half-true
Tom Kertscher,"Says Tommy Tuberville ""quit on his players"" all four times that he was a college football coach.",Doug Jones,"October 6, 2020",half-true
Ciara O'Rourke,“AARP endorses Biden and gives financial support to Planned Parenthood.”,Facebook posts,"October 6, 2020",false
Madeline Heim,“I brought back Big Ten football.”,Donald Trump,"October 6, 2020",barely-true
Madison Czopek,“The leader of Proud Boys is the Florida state director of Latinos for Trump.”,Viral image,"October 6, 2020",half-true
Noah Y.,Says Sri Kulkarni attended “notorious desert drug parties” and was arrested for cocaine.,Congressional Leadership Fund,"• October 6,",half-true
Ciara O'Rourke,“HOUSE PASSES BILL TO PAY U.N. TO RUN LOCAL POLICE BOARDS IN 46 U.S. CITIES.”,Facebook posts,"October 6, 2020",false
Ciara O'Rourke,“The government has released their initial plans to force a vaccine on everyone.”,Bloggers,"October 6, 2020",false
Monique Curet,Says Joe Biden “wants American farmers to put their farmland into Gvt ‘land banks.’ Gvt would then tell farmers what ‘sustainable’ plants they could grow.”,Facebook posts,"October 6, 2020",half-true
Ciara O'Rourke,“Bikers show up to The Walter Reed Hospital to pray for President Trump.”,Facebook posts,"October 5, 2020",false
Tom Kertscher,Says Susan Collins “pushed for policies that benefited her husband’s lobbying business.”,Sara Gideon,"October 5, 2020",barely-true
Ciara O'Rourke,"Says Joe Biden tweeted, “I have consulted with Instagram’s CEO to take the page @electionleaks down. They have supposedly ‘video proof’ of me using a hidden earpiece in tonight’s debate. This is slander, and not true.”",Instagram posts,"October 5, 2020",pants-fire
Ciara O'Rourke,“President Trump is in great danger. Evidence is mounting that he’s being deliberately killed at Walter Reed Military Hospital.”,Alex Jones,"October 5, 2020",pants-fire
Warren Fiske,Nick Freitas “voted to let businesses discriminate and fire expecting mothers for no other reason but their pregnancy. ”,United Association’s Union Plumbers and Pipefitters Vote! PAC,"October 5, 2020",mostly-true
Kiannah Sepeda-Miller,"Approving the constitutional amendment on Illinois' November ballot “would let the politicians immediately implement their plan to increase taxes on small businesses, farmers and large employers.”",Coalition to Stop the Proposed Tax Hike Amendment,"October 4, 2020",half-true
Daniel Funke,"Says Donald Trump is not at Walter Reed National Military Medical Center, “he is on AF1.”",Facebook posts,"October 4, 2020",pants-fire
Aaron Sharockman,Says Joe Biden stays in his basement.,Jason MIller,"October 4, 2020",false
Kit Norton,"“That 5% (wealth tax) starts at $159,000 per family.”",Phil Scott,"October 4, 2020",true
Daniel Funke,"Says Donald Trump boarded Marine One ""with a portable oxygen concentrator in his pocket with the nasal cannula going up his back, hidden in his hair and tucked under his mask.""",Facebook posts,"October 4, 2020",false
Brandon Mulder,Says he “strongly supports legalization for Dreamers.”,John Cornyn,"October 3, 2020",half-true
Xander Landen,“Our governor proposed initially a 5% cut across the board of state government.”,David Zuckerman,"October 2, 2020",barely-true
Ciara O'Rourke,Photo shows Chris Wallace and Jeffrey Epstein on Epstein’s private island.,Viral image,"October 2, 2020",pants-fire
Jon Greenberg,President Barack Obama and Vice President Joe Biden “left me 128 judges to fill. You just don’t do that.”,Donald Trump,"October 2, 2020",barely-true
